city,month,seasonal_factor,trust_week,declared_hourly_rate,claims_last_month,years_on_platform,flood_risk_score,heat_risk_score,ward_disruption_freq,city_median_hourly,city_base_premium,weekly_premium
bangalore,3,0.9,1,68.2,3,3.73,0.205,0.495,0.039,58,80,83.92
pune,2,0.8,1,46.31,1,1.71,0.122,0.208,0.059,55,65,60.0
chennai,9,1.0,5,53.01,2,2.3,0.598,0.506,0.11,62,95,108.44
delhi,0,0.7,5,47.91,1,1.59,0.457,0.735,0.082,60,85,73.46
bangalore,4,0.9,9,48.21,2,2.69,0.51,0.383,0.055,58,80,77.45
chennai,0,0.7,1,60.52,3,2.96,0.744,0.452,0.092,62,95,84.01
delhi,9,1.0,9,73.41,3,4.64,0.433,0.709,0.105,60,85,93.81
chennai,10,0.8,5,51.86,1,1.01,0.632,0.406,0.111,62,95,84.19
chennai,1,0.7,1,91.02,1,2.47,0.697,0.464,0.085,62,95,80.45
mumbai,7,1.5,9,56.76,3,4.42,0.686,0.142,0.088,65,100,120.0
chennai,11,0.7,1,40.07,3,0.3,0.717,0.68,0.033,62,95,86.51
delhi,2,0.8,1,52.06,1,3.15,0.394,0.825,0.066,60,85,70.59
mumbai,3,0.9,1,82.66,1,0.79,0.599,0.157,0.093,65,100,99.51
delhi,1,0.7,1,63.79,3,3.38,0.423,0.531,0.098,60,85,69.32
mumbai,6,1.5,1,68.71,0,0.21,0.84,0.211,0.096,65,100,120.0
delhi,6,1.5,1,68.72,2,3.76,0.32,0.692,0.076,60,85,120.0
mumbai,7,1.5,1,79.59,4,4.29,0.983,0.069,0.081,65,100,120.0
pune,9,1.0,1,48.24,1,1.74,0.083,0.0,0.031,55,65,71.35
pune,8,1.3,5,47.74,2,0.52,0.116,0.252,0.043,55,65,89.04
pune,9,1.0,5,75.13,2,4.68,0.191,0.209,0.042,55,65,61.76
pune,4,0.9,1,59.42,3,2.4,0.276,0.013,0.041,55,65,67.79
delhi,10,0.8,1,36.23,0,2.66,0.528,0.731,0.065,60,85,75.1
chennai,7,1.5,1,46.02,4,2.64,0.567,0.557,0.111,62,95,120.0
bangalore,2,0.8,1,59.66,3,4.78,0.371,0.303,0.049,58,80,76.3
bangalore,9,1.0,1,57.59,2,1.56,0.382,0.288,0.036,58,80,92.24
delhi,8,1.3,5,62.07,4,3.06,0.264,0.795,0.067,60,85,120.0
delhi,6,1.5,5,59.37,3,2.8,0.381,0.608,0.056,60,85,120.0
delhi,9,1.0,1,53.19,6,1.13,0.566,0.624,0.048,60,85,110.99
pune,8,1.3,5,65.57,1,4.55,0.114,0.417,0.058,55,65,76.98
bangalore,5,1.3,1,53.11,3,4.21,0.336,0.286,0.048,58,80,115.18
bangalore,0,0.7,5,60.38,4,4.59,0.345,0.26,0.053,58,80,60.54
bangalore,9,1.0,1,70.95,0,3.05,0.145,0.186,0.041,58,80,80.67
mumbai,8,1.3,5,59.11,1,2.36,0.711,0.234,0.084,65,100,120.0
chennai,5,1.3,9,70.32,2,1.51,0.636,0.579,0.097,62,95,120.0
mumbai,8,1.3,5,30.0,4,0.22,0.813,0.0,0.116,65,100,120.0
chennai,1,0.7,1,76.7,1,4.43,0.542,0.373,0.063,62,95,69.38
pune,6,1.5,1,36.38,2,4.12,0.28,0.304,0.019,55,65,104.98
bangalore,7,1.5,1,50.99,4,3.14,0.442,0.092,0.06,58,80,120.0
bangalore,9,1.0,9,38.9,5,3.61,0.29,0.463,0.067,58,80,87.53
bangalore,8,1.3,5,45.75,2,4.66,0.388,0.439,0.034,58,80,111.22
bangalore,2,0.8,5,49.26,1,3.76,0.334,0.185,0.064,58,80,68.6
mumbai,9,1.0,1,74.0,2,3.37,0.965,0.193,0.084,65,100,118.21
bangalore,3,0.9,1,77.55,3,3.07,0.284,0.147,0.084,58,80,77.25
pune,2,0.8,1,52.82,4,2.45,0.317,0.059,0.07,55,65,60.0
delhi,3,0.9,1,51.08,3,0.63,0.556,0.851,0.063,60,85,95.71
pune,0,0.7,5,48.85,0,1.21,0.246,0.207,0.004,55,65,60.0
chennai,10,0.8,1,49.38,0,4.89,0.527,0.54,0.063,62,95,81.1
pune,6,1.5,1,52.82,7,4.81,0.209,0.218,0.008,55,65,110.92
mumbai,3,0.9,9,78.78,1,3.64,0.947,0.128,0.119,65,100,98.47
mumbai,6,1.5,5,53.22,4,2.38,0.763,0.18,0.066,65,100,120.0
mumbai,3,0.9,1,53.8,1,0.39,0.671,0.285,0.069,65,100,110.95
delhi,6,1.5,1,66.9,6,3.4,0.372,0.874,0.075,60,85,120.0
pune,7,1.5,5,43.54,5,4.69,0.13,0.16,0.041,55,65,98.92
pune,3,0.9,1,50.69,1,0.82,0.357,0.083,0.08,55,65,65.19
bangalore,2,0.8,9,58.3,0,0.33,0.122,0.244,0.062,58,80,63.52
pune,6,1.5,1,50.51,2,4.83,0.469,0.263,0.063,55,65,108.02
pune,11,0.7,1,66.92,2,1.91,0.259,0.197,0.071,55,65,60.0
chennai,2,0.8,1,55.95,1,4.18,0.744,0.433,0.062,62,95,84.17
pune,2,0.8,9,59.38,2,2.34,0.07,0.24,0.044,55,65,60.0
mumbai,2,0.8,1,83.21,4,4.74,0.774,0.047,0.099,65,100,96.99
pune,11,0.7,9,33.94,2,2.05,0.111,0.428,0.066,55,65,60.0
chennai,2,0.8,1,63.32,4,3.55,0.758,0.428,0.069,62,95,88.77
bangalore,8,1.3,9,46.29,4,2.12,0.314,0.32,0.013,58,80,117.5
pune,3,0.9,1,69.25,0,4.34,0.098,0.056,0.064,55,65,60.0
mumbai,4,0.9,1,42.39,0,3.36,0.98,0.02,0.096,65,100,101.61
bangalore,2,0.8,1,36.48,4,0.41,0.456,0.273,0.053,58,80,80.64
pune,4,0.9,9,42.62,2,3.99,0.314,0.126,0.029,55,65,63.29
delhi,5,1.3,5,62.14,2,1.41,0.553,0.623,0.049,60,85,120.0
pune,9,1.0,9,40.95,0,4.7,0.301,0.08,0.034,55,65,60.0
delhi,5,1.3,5,68.45,2,4.67,0.398,0.529,0.068,60,85,120.0
bangalore,8,1.3,5,66.6,3,2.11,0.416,0.316,0.028,58,80,115.69
mumbai,2,0.8,1,44.33,0,3.7,0.739,0.0,0.087,65,100,92.12
delhi,5,1.3,5,57.63,1,4.18,0.206,0.725,0.072,60,85,113.13
bangalore,3,0.9,9,66.79,3,4.17,0.241,0.234,0.039,58,80,79.41
mumbai,9,1.0,1,57.12,3,3.38,0.836,0.233,0.109,65,100,120.0
chennai,3,0.9,1,71.22,3,2.55,0.733,0.474,0.069,62,95,107.89
chennai,3,0.9,1,39.98,2,1.98,0.604,0.608,0.068,62,95,107.16
chennai,8,1.3,9,59.65,3,4.53,0.951,0.491,0.09,62,95,120.0
pune,2,0.8,5,41.25,0,2.47,0.186,0.362,-0.012,55,65,60.0
mumbai,11,0.7,9,66.28,1,4.39,0.578,0.154,0.117,65,100,65.6
delhi,1,0.7,1,67.2,2,1.62,0.513,0.849,0.043,60,85,73.12
delhi,0,0.7,5,67.12,0,3.26,0.442,0.605,0.062,60,85,60.0
pune,1,0.7,9,57.69,1,2.23,0.374,0.0,0.08,55,65,60.0
delhi,9,1.0,5,65.55,0,3.17,0.212,0.781,0.043,60,85,86.67
mumbai,10,0.8,9,81.26,2,1.4,0.905,0.196,0.074,65,100,92.61
bangalore,2,0.8,9,52.35,5,3.24,0.288,0.111,0.052,58,80,73.29
delhi,10,0.8,1,65.02,3,2.92,0.49,0.732,0.054,60,85,83.25
pune,3,0.9,1,30.0,3,2.86,0.153,0.277,0.025,55,65,61.05
chennai,7,1.5,5,51.53,2,4.65,0.903,0.536,0.074,62,95,120.0
chennai,9,1.0,1,58.28,1,4.35,0.744,0.421,0.076,62,95,106.85
bangalore,3,0.9,1,49.42,0,0.66,0.265,0.404,0.07,58,80,82.81
mumbai,7,1.5,1,70.79,4,2.29,0.963,0.198,0.1,65,100,120.0
bangalore,2,0.8,5,65.43,0,0.66,0.186,0.136,0.08,58,80,65.91
delhi,0,0.7,1,74.98,0,1.99,0.371,0.604,0.07,60,85,65.02
delhi,8,1.3,1,50.37,2,2.55,0.306,0.589,0.084,60,85,120.0
delhi,4,0.9,5,62.75,0,1.62,0.394,0.677,0.083,60,85,89.74
bangalore,11,0.7,1,61.52,0,4.87,0.082,0.411,0.071,58,80,60.0
chennai,5,1.3,9,67.6,2,4.29,0.707,0.56,0.096,62,95,120.0
mumbai,9,1.0,9,65.96,0,3.43,0.747,0.212,0.095,65,100,111.93
chennai,6,1.5,5,84.93,3,1.56,0.65,0.446,0.066,62,95,120.0
pune,8,1.3,9,43.59,3,0.46,0.21,0.169,0.017,55,65,88.06
delhi,1,0.7,1,64.29,1,1.34,0.359,0.812,0.092,60,85,68.43
bangalore,3,0.9,5,72.64,3,3.64,0.272,0.187,0.068,58,80,77.88
delhi,0,0.7,1,44.01,0,1.17,0.422,0.849,0.042,60,85,64.21
pune,6,1.5,9,72.61,2,2.42,0.1,0.271,0.0,55,65,98.54
chennai,11,0.7,9,54.42,5,4.83,0.631,0.308,0.095,62,95,79.4
delhi,4,0.9,1,55.98,2,2.37,0.391,0.769,0.054,60,85,89.71
bangalore,1,0.7,1,54.22,3,3.31,0.39,0.379,0.019,58,80,67.22
delhi,9,1.0,1,59.31,3,0.36,0.423,0.746,0.072,60,85,103.86
pune,11,0.7,1,53.16,1,1.25,0.306,0.104,0.03,55,65,60.0
pune,3,0.9,9,63.24,0,4.11,0.125,0.251,0.043,55,65,60.0
bangalore,2,0.8,9,43.1,1,0.22,0.369,0.19,0.05,58,80,69.75
chennai,1,0.7,1,30.0,2,4.23,0.744,0.418,0.066,62,95,82.99
chennai,0,0.7,9,60.18,3,1.92,0.555,0.546,0.09,62,95,76.53
chennai,1,0.7,5,77.55,1,2.63,0.665,0.43,0.07,62,95,75.82
bangalore,6,1.5,5,30.0,1,1.33,0.279,0.354,0.083,58,80,120.0
mumbai,2,0.8,5,77.65,1,3.16,0.569,0.218,0.09,65,100,87.58
mumbai,6,1.5,1,69.35,2,1.93,0.645,0.233,0.099,65,100,120.0
delhi,7,1.5,1,37.58,5,3.65,0.329,0.676,0.072,60,85,120.0
chennai,2,0.8,5,50.14,3,2.75,0.652,0.582,0.065,62,95,90.53
chennai,1,0.7,5,73.25,2,0.65,0.728,0.67,0.05,62,95,82.08
delhi,2,0.8,9,54.35,1,0.27,0.602,0.513,0.071,60,85,76.65
pune,6,1.5,5,37.67,2,4.7,0.28,0.14,0.055,55,65,98.1
mumbai,6,1.5,5,56.43,4,4.53,0.808,0.0,0.059,65,100,120.0
chennai,2,0.8,9,59.23,1,2.69,0.392,0.574,0.08,62,95,77.44
bangalore,0,0.7,5,70.22,0,4.16,0.261,0.221,0.079,58,80,60.0
chennai,5,1.3,1,85.85,3,4.39,0.547,0.466,0.044,62,95,120.0
mumbai,9,1.0,5,67.72,0,2.68,0.731,0.252,0.081,65,100,113.16
chennai,1,0.7,5,63.14,3,2.09,0.691,0.613,0.068,62,95,81.41
delhi,4,0.9,1,30.0,2,2.65,0.464,0.508,0.079,60,85,85.18
bangalore,10,0.8,5,51.21,1,2.46,0.393,0.392,0.037,58,80,69.41
chennai,0,0.7,5,67.69,1,4.56,0.853,0.559,0.109,62,95,74.1
delhi,6,1.5,1,57.28,2,1.27,0.425,0.682,0.021,60,85,120.0
mumbai,10,0.8,1,50.95,2,3.81,0.803,0.267,0.122,65,100,92.11
chennai,8,1.3,5,62.99,1,2.32,0.747,0.397,0.092,62,95,120.0
pune,6,1.5,1,32.41,5,2.03,0.333,0.0,0.041,55,65,117.99
delhi,8,1.3,5,60.32,4,2.07,0.382,0.742,0.063,60,85,120.0
chennai,3,0.9,9,63.33,3,4.95,0.763,0.557,0.069,62,95,96.08
mumbai,7,1.5,5,39.01,6,1.72,0.72,0.375,0.114,65,100,120.0
pune,3,0.9,5,51.3,3,4.48,0.232,0.176,0.065,55,65,64.74
delhi,7,1.5,1,62.07,4,1.55,0.264,0.63,0.058,60,85,120.0
bangalore,1,0.7,1,48.17,2,3.55,0.124,0.247,0.052,58,80,60.95
mumbai,6,1.5,1,61.24,1,1.62,0.637,0.207,0.094,65,100,120.0
pune,0,0.7,5,62.14,0,2.11,0.444,0.378,0.059,55,65,60.0
bangalore,5,1.3,1,69.05,1,4.91,0.111,0.29,0.042,58,80,108.06
delhi,7,1.5,1,34.96,3,1.4,0.172,0.865,0.039,60,85,120.0
delhi,8,1.3,1,46.62,2,3.42,0.406,0.598,0.08,60,85,120.0
delhi,6,1.5,9,62.11,2,4.01,0.371,0.633,0.064,60,85,120.0
mumbai,4,0.9,9,65.88,3,4.4,0.885,0.207,0.107,65,100,98.94
delhi,5,1.3,9,50.61,3,1.17,0.319,0.55,0.064,60,85,120.0
pune,6,1.5,1,60.04,7,0.53,0.364,0.132,0.031,55,65,115.43
mumbai,3,0.9,9,53.36,0,3.91,0.889,0.233,0.086,65,100,94.1
delhi,4,0.9,1,53.53,2,0.63,0.25,0.606,0.071,60,85,86.62
delhi,2,0.8,1,68.62,0,3.24,0.351,0.639,0.06,60,85,71.43
chennai,10,0.8,5,66.75,0,4.12,0.706,0.841,0.1,62,95,78.92
pune,11,0.7,1,57.67,2,2.94,0.041,0.305,0.043,55,65,60.0
bangalore,6,1.5,1,48.13,2,3.85,0.217,0.365,0.041,58,80,120.0
delhi,4,0.9,1,76.27,4,1.23,0.297,0.659,0.08,60,85,94.65
bangalore,6,1.5,1,52.27,2,4.7,0.333,0.273,0.014,58,80,120.0
mumbai,5,1.3,1,79.8,6,4.42,0.644,0.052,0.089,65,100,120.0
chennai,5,1.3,5,63.5,0,4.42,0.717,0.365,0.078,62,95,120.0
chennai,7,1.5,5,75.66,2,0.76,0.673,0.525,0.043,62,95,120.0
bangalore,2,0.8,1,51.18,2,1.11,0.21,0.27,0.08,58,80,76.26
delhi,2,0.8,1,35.02,2,0.81,0.455,0.611,0.046,60,85,88.32
bangalore,3,0.9,9,49.66,0,1.45,0.208,0.344,0.029,58,80,67.75
pune,4,0.9,1,58.12,3,0.95,0.199,0.3,0.038,55,65,69.59
pune,6,1.5,5,67.03,1,2.64,0.128,0.302,0.05,55,65,97.92
chennai,7,1.5,1,65.52,4,0.69,0.739,0.5,0.037,62,95,120.0
bangalore,6,1.5,9,37.68,3,4.41,0.259,0.184,0.057,58,80,120.0
mumbai,7,1.5,1,91.5,4,1.34,0.878,0.171,0.136,65,100,120.0
chennai,3,0.9,1,70.18,1,3.58,0.779,0.427,0.069,62,95,101.7
bangalore,1,0.7,5,62.34,1,4.2,0.349,0.404,0.085,58,80,61.54
bangalore,9,1.0,5,70.18,2,2.4,0.176,0.316,0.027,58,80,86.98
mumbai,9,1.0,1,60.16,1,0.19,0.675,0.048,0.09,65,100,108.07
mumbai,2,0.8,1,56.0,2,2.49,0.727,0.241,0.072,65,100,90.84
delhi,4,0.9,1,53.2,6,3.27,0.279,0.976,0.072,60,85,95.02
bangalore,10,0.8,1,60.06,3,0.98,0.324,0.465,0.054,58,80,74.16
chennai,5,1.3,9,72.0,4,2.13,0.768,0.454,0.09,62,95,120.0
chennai,2,0.8,1,55.77,0,4.79,0.69,0.607,0.092,62,95,79.41
mumbai,4,0.9,1,63.31,2,4.59,0.652,0.076,0.082,65,100,103.45
chennai,4,0.9,5,57.89,4,1.95,0.846,0.57,0.053,62,95,105.79
pune,6,1.5,1,72.84,2,4.56,0.291,0.238,0.044,55,65,102.67
bangalore,9,1.0,1,89.67,3,1.96,0.489,0.312,0.054,58,80,91.29
bangalore,11,0.7,1,51.12,2,2.53,0.333,0.166,0.077,58,80,60.05
pune,2,0.8,1,43.26,0,3.97,0.224,0.293,0.018,55,65,60.0
delhi,3,0.9,5,63.39,2,1.27,0.22,0.76,0.069,60,85,80.23
chennai,4,0.9,1,56.35,1,1.31,0.727,0.494,0.099,62,95,99.58
mumbai,7,1.5,9,63.34,1,1.18,0.79,0.116,0.089,65,100,120.0
pune,10,0.8,9,52.25,0,1.51,0.007,0.033,0.031,55,65,60.0
chennai,6,1.5,5,46.75,2,2.83,0.658,0.594,0.082,62,95,120.0
bangalore,7,1.5,1,81.78,1,2.19,0.385,0.317,0.031,58,80,120.0
bangalore,6,1.5,1,56.47,2,1.48,0.349,0.191,0.047,58,80,120.0
pune,3,0.9,1,55.23,3,1.93,0.328,0.211,0.029,55,65,71.5
delhi,5,1.3,1,57.04,3,4.73,0.306,0.628,0.072,60,85,120.0
chennai,6,1.5,5,47.83,3,5.0,0.703,0.532,0.062,62,95,120.0
pune,8,1.3,5,53.06,5,3.05,0.429,0.31,0.045,55,65,97.4
mumbai,1,0.7,5,69.18,1,0.24,0.846,0.066,0.134,65,100,85.42
chennai,8,1.3,5,62.6,5,0.42,0.807,0.74,0.085,62,95,120.0
pune,9,1.0,1,53.37,2,0.38,0.318,0.051,0.015,55,65,76.22
mumbai,3,0.9,5,82.39,2,4.05,0.839,0.311,0.091,65,100,106.02
bangalore,4,0.9,5,67.71,2,0.82,0.294,0.251,0.07,58,80,78.64
delhi,6,1.5,1,60.72,8,3.98,0.253,0.613,0.083,60,85,120.0
chennai,0,0.7,9,49.51,0,1.31,0.595,0.315,0.059,62,95,73.97
chennai,7,1.5,1,53.4,3,4.95,0.679,0.371,0.082,62,95,120.0
pune,0,0.7,5,67.37,0,0.8,0.15,0.362,0.026,55,65,60.0
bangalore,2,0.8,1,75.15,2,3.61,0.4,0.27,0.073,58,80,69.2
delhi,4,0.9,9,53.27,2,0.23,0.492,0.713,0.057,60,85,87.03
pune,0,0.7,1,49.68,2,1.15,0.231,0.474,0.096,55,65,60.0
chennai,0,0.7,1,52.71,1,2.28,0.775,0.42,0.054,62,95,79.36
pune,9,1.0,5,50.48,1,3.31,0.246,0.195,0.014,55,65,60.21
bangalore,11,0.7,5,67.48,2,2.03,0.248,0.254,0.097,58,80,60.0
pune,8,1.3,5,56.21,4,3.5,0.204,0.294,0.025,55,65,90.94
pune,11,0.7,1,67.28,1,3.42,0.04,0.104,0.042,55,65,60.0
bangalore,3,0.9,1,64.52,1,1.26,0.17,0.353,0.055,58,80,74.33
mumbai,1,0.7,1,74.27,1,3.07,0.843,0.262,0.088,65,100,80.36
pune,10,0.8,9,63.55,4,4.71,0.098,0.238,0.01,55,65,60.0
pune,8,1.3,5,54.92,2,4.01,0.341,0.13,0.057,55,65,87.6
bangalore,8,1.3,9,55.04,2,1.94,0.285,0.226,0.085,58,80,107.17
chennai,3,0.9,1,70.43,6,0.82,0.722,0.311,0.077,62,95,117.32
mumbai,1,0.7,1,55.52,3,2.89,0.72,0.264,0.047,65,100,78.17
bangalore,1,0.7,5,49.06,2,2.11,0.225,0.448,0.029,58,80,62.16
delhi,6,1.5,9,74.4,0,2.52,0.239,0.706,0.039,60,85,120.0
pune,8,1.3,1,42.11,5,1.59,0.147,0.113,0.014,55,65,93.3
mumbai,3,0.9,9,54.56,3,3.5,0.75,0.084,0.062,65,100,99.31
pune,10,0.8,1,43.03,2,3.38,0.244,0.048,0.081,55,65,60.0
delhi,4,0.9,9,67.64,3,1.81,0.313,0.736,0.059,60,85,89.58
mumbai,5,1.3,1,85.56,2,4.22,0.814,0.089,0.076,65,100,120.0
pune,7,1.5,1,50.04,2,0.41,0.198,0.244,0.061,55,65,104.94
chennai,5,1.3,5,60.95,0,1.6,0.693,0.556,0.095,62,95,120.0
pune,4,0.9,1,61.1,0,2.44,0.284,0.0,0.044,55,65,60.0
chennai,9,1.0,1,74.33,1,0.43,0.674,0.285,0.113,62,95,114.87
chennai,0,0.7,9,53.94,0,0.68,0.71,0.303,0.096,62,95,70.77
chennai,1,0.7,1,76.5,0,1.42,0.747,0.523,0.08,62,95,77.57
mumbai,8,1.3,1,65.07,2,0.26,0.813,0.1,0.08,65,100,120.0
mumbai,9,1.0,1,55.44,2,4.7,0.611,0.167,0.056,65,100,104.34
bangalore,5,1.3,9,71.84,1,0.73,0.179,0.296,0.023,58,80,107.71
delhi,6,1.5,5,57.98,4,4.26,0.388,0.792,0.058,60,85,120.0
chennai,7,1.5,9,30.0,4,1.76,0.616,0.484,0.052,62,95,120.0
mumbai,7,1.5,5,62.61,3,1.93,0.785,0.144,0.119,65,100,120.0
chennai,1,0.7,1,67.34,4,1.64,0.636,0.469,0.13,62,95,85.73
chennai,0,0.7,9,49.76,1,1.14,0.546,0.431,0.108,62,95,71.68
bangalore,9,1.0,1,60.59,2,4.03,0.294,0.152,0.057,58,80,81.68
delhi,5,1.3,1,61.05,1,0.9,0.388,0.713,0.065,60,85,120.0
delhi,9,1.0,5,76.89,3,0.47,0.516,0.67,0.065,60,85,96.41
mumbai,7,1.5,5,32.11,2,0.7,0.817,0.109,0.114,65,100,120.0
mumbai,9,1.0,1,71.31,2,4.38,0.823,0.138,0.092,65,100,120.0
delhi,3,0.9,5,65.85,1,2.79,0.436,0.669,0.067,60,85,82.17
mumbai,2,0.8,1,57.95,1,2.12,0.697,0.213,0.131,65,100,93.47
chennai,8,1.3,1,69.44,5,4.6,0.845,0.298,0.048,62,95,120.0
bangalore,11,0.7,1,52.97,0,4.68,0.351,0.223,0.031,58,80,60.0
chennai,2,0.8,9,68.84,1,0.42,0.651,0.43,0.096,62,95,91.08
mumbai,1,0.7,5,76.12,2,0.85,0.803,0.222,0.071,65,100,81.63
pune,2,0.8,5,56.68,0,3.16,0.229,0.338,0.033,55,65,60.0
mumbai,6,1.5,1,47.5,1,0.33,0.842,0.247,0.104,65,100,120.0
mumbai,4,0.9,1,74.04,1,3.69,0.786,0.112,0.087,65,100,104.57
bangalore,3,0.9,9,59.35,1,4.69,0.218,0.28,0.027,58,80,68.32
chennai,2,0.8,1,52.91,1,0.97,0.622,0.562,0.082,62,95,85.34
pune,0,0.7,1,73.55,2,2.8,0.171,0.213,0.067,55,65,60.0
delhi,4,0.9,1,46.12,1,1.03,0.491,0.738,0.065,60,85,91.49
bangalore,6,1.5,1,60.55,1,3.96,0.216,0.244,0.037,58,80,120.0
bangalore,10,0.8,9,62.74,2,4.76,0.307,0.336,0.101,58,80,61.44
delhi,6,1.5,9,57.75,4,0.45,0.494,0.845,0.078,60,85,120.0
mumbai,0,0.7,5,74.94,0,1.95,0.755,0.301,0.136,65,100,81.67
bangalore,10,0.8,1,68.81,0,1.81,0.203,0.486,0.051,58,80,67.54
bangalore,7,1.5,1,44.52,2,4.24,0.223,0.36,0.054,58,80,120.0
pune,10,0.8,1,53.23,1,0.34,0.216,0.3,0.062,55,65,60.0
mumbai,1,0.7,5,62.33,1,0.2,0.783,0.101,0.104,65,100,84.42
mumbai,6,1.5,1,69.41,5,3.54,0.921,0.162,0.107,65,100,120.0
chennai,9,1.0,1,47.66,1,4.54,0.749,0.453,0.081,62,95,110.02
bangalore,6,1.5,5,32.45,1,2.66,0.299,0.177,0.067,58,80,118.14
bangalore,5,1.3,5,68.67,3,4.81,0.471,0.395,0.063,58,80,114.62
bangalore,10,0.8,5,51.68,3,1.44,0.375,0.419,0.064,58,80,75.15
chennai,8,1.3,9,66.3,1,4.44,0.69,0.562,0.095,62,95,120.0
mumbai,8,1.3,5,94.03,1,3.22,0.77,0.254,0.108,65,100,120.0
bangalore,0,0.7,1,74.47,3,0.24,0.339,0.324,0.046,58,80,68.13
chennai,3,0.9,5,80.81,0,3.37,0.945,0.449,0.113,62,95,99.07
pune,6,1.5,1,71.69,3,0.64,0.143,0.319,0.058,55,65,115.17
bangalore,2,0.8,1,58.04,0,2.0,0.12,0.496,0.056,58,80,73.57
chennai,3,0.9,1,80.98,4,1.98,0.58,0.442,0.074,62,95,107.42
pune,8,1.3,9,53.23,3,1.84,0.172,0.329,0.037,55,65,90.22
delhi,5,1.3,1,66.32,4,2.21,0.135,0.864,0.041,60,85,120.0
bangalore,8,1.3,1,63.43,2,2.95,0.433,0.027,0.054,58,80,115.64
chennai,7,1.5,1,54.47,3,3.95,0.719,0.592,0.078,62,95,120.0
bangalore,4,0.9,9,71.55,1,1.58,0.359,0.169,0.09,58,80,78.73
chennai,6,1.5,5,49.19,5,3.7,0.443,0.485,0.098,62,95,120.0
pune,0,0.7,1,40.86,2,1.72,0.166,0.431,0.065,55,65,60.0
pune,4,0.9,9,44.12,1,2.18,0.094,0.0,0.036,55,65,60.0
mumbai,5,1.3,1,72.83,1,1.28,0.961,0.178,0.094,65,100,120.0
bangalore,4,0.9,5,79.31,0,2.26,0.366,0.287,0.084,58,80,69.55
bangalore,5,1.3,1,48.17,1,4.84,0.408,0.403,0.082,58,80,111.15
bangalore,1,0.7,9,51.87,1,3.03,0.163,0.322,0.049,58,80,60.0
pune,10,0.8,1,30.0,2,2.94,0.279,0.0,0.029,55,65,60.0
bangalore,4,0.9,1,65.89,2,1.4,0.259,0.289,0.058,58,80,78.15
mumbai,10,0.8,5,61.17,2,4.68,0.71,0.206,0.127,65,100,82.67
delhi,8,1.3,5,46.48,4,0.63,0.346,0.716,0.051,60,85,120.0
chennai,11,0.7,1,61.83,0,1.55,0.788,0.407,0.09,62,95,77.28
bangalore,4,0.9,5,47.6,9,0.65,0.354,0.247,0.069,58,80,87.61
pune,10,0.8,1,71.3,5,2.8,0.273,0.206,0.028,55,65,60.78
bangalore,11,0.7,1,71.03,4,0.6,0.243,0.476,0.058,58,80,72.16
bangalore,4,0.9,9,43.73,1,3.33,0.329,0.298,0.047,58,80,74.54
mumbai,2,0.8,1,62.23,0,2.1,0.944,0.226,0.092,65,100,93.35
pune,6,1.5,1,65.56,1,3.88,0.238,0.019,0.034,55,65,96.05
delhi,9,1.0,5,70.37,4,0.58,0.365,0.748,0.09,60,85,101.35
delhi,10,0.8,1,54.73,1,2.5,0.393,0.538,0.076,60,85,71.76
delhi,3,0.9,1,82.73,2,1.44,0.362,0.623,0.056,60,85,86.99
chennai,9,1.0,5,53.42,1,0.56,0.707,0.498,0.081,62,95,111.76
bangalore,5,1.3,9,74.85,3,3.84,0.186,0.554,0.024,58,80,105.83
pune,1,0.7,1,57.81,1,3.47,0.258,0.166,0.047,55,65,60.0
pune,4,0.9,1,83.19,3,3.25,0.0,0.145,0.005,55,65,60.0
chennai,8,1.3,5,49.88,3,1.23,0.746,0.478,0.053,62,95,120.0
bangalore,3,0.9,9,60.74,1,4.31,0.298,0.051,0.087,58,80,70.71
mumbai,7,1.5,5,73.73,4,3.26,0.749,0.158,0.092,65,100,120.0
delhi,1,0.7,1,68.85,3,1.21,0.353,0.721,0.071,60,85,69.18
chennai,3,0.9,1,69.05,2,2.41,0.624,0.47,0.087,62,95,100.95
delhi,6,1.5,1,59.06,0,0.52,0.676,0.606,0.061,60,85,120.0
delhi,6,1.5,1,60.89,2,2.69,0.381,0.66,0.069,60,85,120.0
delhi,6,1.5,5,70.53,1,4.6,0.335,0.746,0.097,60,85,120.0
bangalore,10,0.8,5,57.11,1,1.06,0.206,0.197,0.042,58,80,67.59
pune,5,1.3,1,56.52,3,3.77,0.009,0.287,0.053,55,65,92.84
chennai,6,1.5,5,59.6,3,0.99,0.728,0.583,0.044,62,95,120.0
bangalore,0,0.7,5,64.01,2,2.93,0.385,0.275,0.025,58,80,63.33
chennai,7,1.5,5,46.5,2,4.94,0.594,0.706,0.097,62,95,120.0
delhi,9,1.0,1,52.92,2,1.86,0.318,0.635,0.071,60,85,95.43
bangalore,9,1.0,9,57.18,6,3.29,0.35,0.214,0.071,58,80,92.03
delhi,2,0.8,5,63.07,3,3.78,0.394,0.817,0.05,60,85,72.96
delhi,0,0.7,1,49.6,2,2.35,0.244,0.593,0.043,60,85,67.39
mumbai,8,1.3,1,70.92,4,0.22,0.772,0.28,0.093,65,100,120.0
chennai,7,1.5,5,66.66,3,4.07,0.874,0.516,0.081,62,95,120.0
delhi,6,1.5,1,53.51,6,2.69,0.329,0.881,0.101,60,85,120.0
